"id","chapter","verse","note"
"4786","Isaiah 29","19","shall increase: Heb. shall add
"
"4787","Isaiah 29","24","shall come to understanding: Heb. shall know understanding
"
"4788","Isaiah 30","7","concerning this: Or, to her
"
"4789","Isaiah 30","8","the time to come: Heb. the latter day
"
"4790","Isaiah 30","12","oppression: Or, fraud
"
"4791","Isaiah 30","14","vessel: Heb. the bottle of potters
"
"4792","Isaiah 30","17","a beacon: Or, a tree bereft of branches, or boughs, or a mast
"
"4793","Isaiah 30","20","affliction: Or, oppression
"
"4794","Isaiah 30","22","thy graven images of silver: Heb. the graven images of thy silver
"
"4795","Isaiah 30","22","cast them: Heb. scatter
"
"4796","Isaiah 30","24","clean: Or, savoury. Heb. leavened
"
"4797","Isaiah 30","25","high hill: Heb. lifted up
"
"4798","Isaiah 30","27","and the burden thereof: Or, and the grievousness of flame
"
"4799","Isaiah 30","27","heavy: Heb. heaviness
"
"4800","Isaiah 30","29","mighty one: Heb. rock
"
"4801","Isaiah 30","30","his glorious voice: Heb. the glory of his voice
"
"4802","Isaiah 30","32","in every place where the grounded staff shall pass: Heb. every passing of the rod founded
"
"4803","Isaiah 30","32","lay upon him: Heb. cause to rest upon him
"
"4804","Isaiah 30","32","with it: Or, against them
"
"4805","Isaiah 30","33","of old: Heb. from yesterday
"
"4806","Isaiah 31","2","call back: Heb. remove
"
"4807","Isaiah 31","4","noise: Or, multitude
"
"4808","Isaiah 31","7","his idols of gold: Heb. the idols of his gold
"
"4809","Isaiah 31","8","from the sword: Or, for fear of the sword
"
"4810","Isaiah 31","8","discomfited: Or, tributarie. Heb. for melting, or tribute
"
"4811","Isaiah 31","9","his strong hold for fear: Or, his strength. Heb. rock shall pass away for fear
"
"4812","Isaiah 32","2","great: Heb. heavy
"
"4813","Isaiah 32","4","rash: Heb. hasty
"
"4814","Isaiah 32","4","plainly: Or, elegantly
"
"4815","Isaiah 32","7","when the needy speaketh right: Or, he speaketh against the poor in judgment
"
"4816","Isaiah 32","8","stand: Or, be established
"
"4817","Isaiah 32","10","days and years: Heb. days above a year
"
"4818","Isaiah 32","12","the pleasant fields: Heb. the fields of desire
"
"4819","Isaiah 32","13","yea upon: Or, burning upon. etc.
"
"4820","Isaiah 32","14","forts and towers: Or, clifts and watchtowers
"
"4821","Isaiah 32","19","and the city shall be in a low place: Or, and the city shall be utterly abased
"
"4822","Isaiah 33","6","salvation: Heb. salvations
"
"4823","Isaiah 33","7","valiant ones: Or, messengers
"
"4824","Isaiah 33","9","hewen down: Or, withered away
"
"4825","Isaiah 33","15","righteously: Heb. in righteousnesses
"
"4826","Isaiah 33","15","uprightly: Heb. uprightnesses
"
"4827","Isaiah 33","15","opressions: Or, deceits
"
"4828","Isaiah 33","15","blood: Heb. bloods
"
"4829","Isaiah 33","16","high: Heb. heights, or high places
"
"4830","Isaiah 33","17","the land that is very far off: Heb. the land of far distances
"
"4831","Isaiah 33","18","receiver? Heb. weigher
"
"4832","Isaiah 33","19","stammering: Or, ridiculous
"
"4833","Isaiah 33","21","broad rivers and streams: Heb. broad of spaces or hands
"
"4834","Isaiah 33","22","lawgiver: Heb. statutemaker
"
"4835","Isaiah 33","23","Thy tacklings are loosed: Or, they have forsaken thy tacklings
"
"4836","Isaiah 34","1","all that is therein: Heb. the fulness thereof
"
"4837","Isaiah 34","7","unicorns: Or, rhinocerots
"
"4838","Isaiah 34","7","soaked: Or, drunken
"
"4839","Isaiah 34","11","cormorant: Or, pelican
"
"4840","Isaiah 34","13","owls: Or, ostriches: Heb. daughters of the owl
"
"4841","Isaiah 34","14","beasts: Heb. Ziym
"
"4842","Isaiah 34","14","wild beasts: Heb. Iiym
"
"4843","Isaiah 34","14","shrichowle: Or, night monster
"
"4844","Isaiah 35","4","fearful: Heb. hasty
"
"4845","Isaiah 35","7","grass with reeds: Or, a court for reeds etc.
"
"4846","Isaiah 35","8","but it shall be for those: Or, for he shall be with them
"
"4847","Isaiah 36","3","scribe: Or, secretary
"
"4848","Isaiah 36","5","vain words: Heb. a word of lips
"
"4849","Isaiah 36","5","I have counsell and strength for war: Or, but counsell and strength are for the war
"
"4850","Isaiah 36","8","pledges: Or, hostages
"
"4851","Isaiah 36","16","Make an agreement with me by a present: Or, seek my favour by a present. Heb. make with me a blessing
"
"4852","Isaiah 37","3","blasphemy: Or, provocation
"
"4853","Isaiah 37","4","left: Heb. found
"
"4854","Isaiah 37","7","send a blast upon him: Or, put a spirit into him
"
"4855","Isaiah 37","18","nations: Heb. lands
"
"4856","Isaiah 37","19","cast: Heb. given
"
"4857","Isaiah 37","24","By thy servants: Heb. by the hand of thy servants
"
"4858","Isaiah 37","24","the tall cedars thereof: Heb. the tallness of the cedars thereof, and the choice of the firr trees thereof
"
"4859","Isaiah 37","24","forest of his Carmel: Or, the forest and his fruitful field
"
"4860","Isaiah 37","25","beseiged places: Or, fenced and closed
"
"4861","Isaiah 37","26","Hast thou not heard long ago, how I have done it; and of ancient times, that I have formed it? now have I brought it to pass, that thou shouldest be to lay waste defenced cities into ruinous heaps: Or, Hast thou not heard how I have made it long ago, and formed it of ancient times? Should I now bring it to be laid waste, and defenced cities to be ruinous heaps?
"
"4862","Isaiah 37","27","of small power: Heb. short of hand
"
"4863","Isaiah 37","28","abode: Or, sitting
"
"4864","Isaiah 37","31","the remnant that is escaped of the house of Judah: Heb. the escaping of the house of Judah that remaineth
"
"4865","Isaiah 37","38","Armenia: Heb. Ararat
"
"4866","Isaiah 38","1","Set thine house in order: Heb. give charge concerning thy house
"
"4867","Isaiah 38","3","sore: Heb. with great weeping
"
"4868","Isaiah 38","8","degress which is gone down in the sun dial: Heb. degrees by, or with the Sun
"
"4869","Isaiah 38","12","with a pining sickness: Or, From the thrum
"
"4870","Isaiah 38","14","undertake for me: Or, ease me
"
"4871","Isaiah 38","17","for peace I had great bitterness: Or, on my peace came great bitterness
"
"4872","Isaiah 38","17","thou hast in love to my soul delivered it from the pit: Heb. thou hast loved me from the pit
"
"4873","Isaiah 39","2","precious things: Or, spicery
"
"4874","Isaiah 39","2","armor: Or, jewels. Heb. vessels or instruments
"
"4875","Isaiah 40","2","comfortably: Heb. to the heart
"
"4876","Isaiah 40","2","warfare: Or, appointed time
"
"4877","Isaiah 40","4","straight: Or, a straight place
"
"4878","Isaiah 40","4","places plain: Or, a plain place
"
"4879","Isaiah 40","9","O Zion, that bringest good tidings: Or, O thou that tellest good tidings to Zion
"
"4880","Isaiah 40","9","O Jersulem, that bringest good tidings: Or, O thou that tellest good tidings to Jerusalem
"
"4881","Isaiah 40","10","with strong hand: Or, against the strong
"
"4882","Isaiah 40","10","his work before him: Or, recompence for his work
"
"4883","Isaiah 40","11","that are with young: Or, that give suck
"
"4884","Isaiah 40","12","a measure: Heb. a Tierce
"
"4885","Isaiah 40","13","his counselor: Heb. man of his counsel
"
"4886","Isaiah 40","14","instructed him: Heb. made him understand
"
"4887","Isaiah 40","14","understanding?: Heb. understandings
"
"4888","Isaiah 40","20","is so impoverished: Heb. I poor of oblation
"
"4889","Isaiah 40","22","it is he that sitteth: Or, him that sitteth, atc.
"
"4890","Isaiah 40","31","renew: Heb. change
"
"4891","Isaiah 41","2","the righteous man: Heb. righteousness
"
"4892","Isaiah 41","3","safely: Heb. in peace
"
"4893","Isaiah 41","6","Be of good courage: Heb. be strong
"
"4894","Isaiah 41","7","goldsmith: Or, founder
"
"4895","Isaiah 41","7","him that smote: Or, the smiting
"
"4896","Isaiah 41","7","saying: , It is ready for the sodering: Or, saying of the soder, it is good
"
"4897","Isaiah 41","11","they that strive with thee: Heb. the men of thy strife
"
"4898","Isaiah 41","12","them that contended: Heb. the men of thy contention
"
"4899","Isaiah 41","12","they that war against thee: Heb. the men of thy war
"
"4900","Isaiah 41","14","men: Or, few men
"
"4901","Isaiah 41","15","teeth: Heb. mouths
"
"4902","Isaiah 41","21","Produce: Heb. cause to come near
"
"4903","Isaiah 41","22","consider them, and know: Heb. set our heart upon them
"
"4904","Isaiah 41","24","of nothing: Or, worse than nothing
"
"4905","Isaiah 41","24","of naught: Or, worse then of a viper
"
"4906","Isaiah 41","28","answer: Heb. return
"
"4907","Isaiah 42","3","smoking: Or, dimly burning
"
"4908","Isaiah 42","3","quench: Heb. quench it
"
"4909","Isaiah 42","4","discouraged: Heb. broken
"
"4910","Isaiah 42","10","all that is therein
"
"4911","Isaiah 42","13","prevail: Or, behave himself mightily
"
"4912","Isaiah 42","14","devour: Heb. swallow or sup up
"
"4913","Isaiah 42","16","straight: Heb. into straightness
"
"4914","Isaiah 42","21","it: Or, him
"
"4915","Isaiah 42","22","they are all of them snared: Or, in snaring all the young men of them
"
"4916","Isaiah 42","22","for a spoil: Heb. a treading
"
"4917","Isaiah 42","23","for the time to come? Heb. for the after time
"
"4918","Isaiah 43","4","life: Or, person
"
"4919","Isaiah 43","10","no God formed: Or, nothing formed of God
"
"4920","Isaiah 43","13","let it?: Heb. turn it back
"
"4921","Isaiah 43","14","nobles: Heb. bars
"
"4922","Isaiah 43","20","owls: Or, ostriches. Heb. daughters of the owl
"
"4923","Isaiah 43","23","small cattle: Heb. lambs or kids
"
"4924","Isaiah 43","24","filled me: Heb. made me drunk, or, abundantly moistened
"
"4925","Isaiah 43","27","teachers: Heb. interpreters
"
"4926","Isaiah 43","28","princes of the Sanctuary: Or, holy princes
"
"4927","Isaiah 44","8","God: Heb. rock
"
"4928","Isaiah 44","9","delectable: Heb. desireable
"
"4929","Isaiah 44","12","with the tongs: Or, with an axe
"
"4930","Isaiah 44","14","strengtheneth: Or, taketh courage
"
"4931","Isaiah 44","18","shut: Heb. daubed
"
"4932","Isaiah 44","19","considereth in his heart: Heb. setteth to his heart
"
"4933","Isaiah 44","19","to the stock of a tree? Heb. that which comes of a tree
"
"4934","Isaiah 44","26","decayed: Heb. wastes
"
"4935","Isaiah 45","1","have holden: Or, strengthened
"
"4936","Isaiah 45","13","direct: Or, make straight
"
"4937","Isaiah 45","24","Surely, shall one say, In the LORD have I righteousness and strength: Or, Surely he shall say of me, In the LORD is all righteousness and strength. Heb. righteousness
"
"4938","Isaiah 46","2","themselves: Heb. their soul
"
"4939","Isaiah 46","11","Heb. the man of my counsel
"
"4940","Isaiah 47","10","perverted thee: Or, caused thee to turn away
"
"4941","Isaiah 47","11","from whence it riseth: Heb. the morning thereof
"
"4942","Isaiah 47","11","put it off: Heb. expiate
"
"4943","Isaiah 47","13","astrologers: Heb. viewers of the heavens
"
"4944","Isaiah 47","13","the monthly prognosticators: Heb. that give knowledge concerning the months
"
"4945","Isaiah 47","14","themselves: Heb. their souls
"
"4946","Isaiah 48","4","obstinate: Heb. hard
"
"4947","Isaiah 48","10","with silver: Or, for silver
"
"4948","Isaiah 48","13","my right hand hath spanned the heavens: Or, the palm of my right hand hath spread out
"
"4949","Isaiah 49","4","my work: Or, my reward
"
"4950","Isaiah 49","5","Though Israel be not gathered, yet shall I: Or, that Israel may be gathered to him, and I may etc.
"
"4951","Isaiah 49","6","it is a light thing that thou shouldst: Or, art thou lighter, then that thou shouldest etc.
"
"4952","Isaiah 49","6","preserved: Or, desolations
"
"4953","Isaiah 49","7","to him whom man despiseth: Or, to him that is despised in soul
"
"4954","Isaiah 49","8","establish: Or, raise up
"
"4955","Isaiah 49","15","that she should not have compassion: Heb. from having compassion
"
"4956","Isaiah 49","22","arms: Heb. bosom
"
"4957","Isaiah 49","23","nursing fathers: Heb. nourishers
"
"4958","Isaiah 49","23","queens: Heb. Princesses
"
"4959","Isaiah 49","24","the lawful captive: Heb. the captivity of the just
"
"4960","Isaiah 49","25","captives: Heb. captivity
"
"4961","Isaiah 49","26","sweet wine: Or, new wine
"
"4962","Isaiah 50","8","mine adversary?: Heb. the master of my cause
"
"4963","Isaiah 51","13","were ready: Or, made himself ready
"
"4964","Isaiah 51","19","are come: Heb. happened
"
"4965","Isaiah 51","19","destruction: Heb. breaking
"
"4966","Isaiah 52","12","be your rereward: Heb. gather you up
"
"4967","Isaiah 52","13","deal prudently: Or, prosper
"
"4968","Isaiah 53","1","report? Or, doctrine. Heb. hearing
"
"4969","Isaiah 53","3","he hid as it were our faces from him: Or, he hid as it were his face from us. Heb. as a hiding of faces from him or from us
"
"4970","Isaiah 53","5","wounded: Or, tormented
"
"4971","Isaiah 53","5","stripes: Heb. bruise
"
"4972","Isaiah 53","6","laid on him the iniquity of us all: Heb. he hath made the iniquity of us all to meet on him
"
"4973","Isaiah 53","8","He was taken from prison, and from judgment: Or, he was taken away my distress and judgment, but etc.
"
"4974","Isaiah 53","8","was he stricken: Heb. was the stroke upon him
"
"4975","Isaiah 53","9","death: Heb. deaths
"
"4976","Isaiah 53","10","when thou shalt make his soul on offering: Or, when his soul shall make an offering
"
"4977","Isaiah 55","2","spend: Heb. weigh
"
"4978","Isaiah 55","7","the unrighteous man: Heb. the man of iniquity
"
"4979","Isaiah 55","7","abundantly pardon: Heb. he will multiply to pardon
"
"4980","Isaiah 56","1","judgment: Or, equity
"
"4981","Isaiah 56","8","besides: Heb. to his gathered
"
"4982","Isaiah 56","10","sleeping: Or, dreaming or talking in their sleep
"
"4983","Isaiah 56","11","greedy: Heb. strong of appetite
"
"4984","Isaiah 56","11","can never have enough: Heb. Know not to be satisfied
"
"4985","Isaiah 57","1","merciful men: Heb. men of kindness or godliness
"
"4986","Isaiah 57","1","from the evil to come: Or, from that which is evil
"
"4987","Isaiah 57","2","enter into peace: Or, go in peace
"
"4988","Isaiah 57","2","in his: Or, before him
"
"4989","Isaiah 57","5","with idols: Or, among the okes
"
"4990","Isaiah 57","8","made a covenant with them: Or, hewed it for thyself larger than theirs
"
"4991","Isaiah 57","8","where thou sawest it: Or, thou providest room
"
"4992","Isaiah 57","9","thou wentest to the king: Or, thou respectedst the King
"
"4993","Isaiah 57","10","life: Or, living
"
"4994","Isaiah 57","17","frowardly: Heb. turning away
"
"4995","Isaiah 58","1","aloud: Heb. with the throat
"
"4996","Isaiah 58","3","labours: Or, things wherewith ye grieve others: Heb. griefs
"
"4997","Isaiah 58","4","ye shall not fast as ye do this day: Or, ye fast not as this day
"
"4998","Isaiah 58","5","day for a man to afflict his soul?: Or, to afflict his soul for a day?
"
"4999","Isaiah 58","6","the heavy burdens: Heb. the bundles of the yoke
"
"5000","Isaiah 58","6","oppressed: Heb. broken
"
"5001","Isaiah 58","7","cast out: Or, afflicted
"
"5002","Isaiah 58","8","shall be thy rereward: Heb. shall gather thee up
"
"5003","Isaiah 58","11","drought: Heb. droughts
"
"5004","Isaiah 58","11","fail not: Heb. lie, or deceive
"
"5005","Isaiah 59","2","have hid: Or, have made him hide
"
"5006","Isaiah 59","5","cockatrice: Or, adders
"
"5007","Isaiah 59","5","that which is crushed breaketh out into a viper: Or, that which is sprinkled is as if there brake out a viper
"
"5008","Isaiah 59","7","destruction: Heb. breaking
"
"5009","Isaiah 59","8","judgment: Or, right
"
"5010","Isaiah 59","15","maketh himself a prey: Or, is accounted mad
"
"5011","Isaiah 59","15","it displeased him: Heb. it was evil in his eyes
"
"5012","Isaiah 59","18","deeds: Heb. recompences
"
"5013","Isaiah 59","19","lift up a standard: Or, put him to flight
"
"5014","Isaiah 60","1","shine, for thy light is come: Or, be enlightened, for thy light cometh
"
"5015","Isaiah 60","5","abundance of the Sea shall be converted unto thee: Or, noise of the Sea shall be turned toward thee
"
"5016","Isaiah 60","5","forces: Or, wealth
"
"5017","Isaiah 60","11","forces: Or, wealth
"
"5018","Isaiah 61","10","decketh: Heb. decketh as a priest
"
"5019","Isaiah 62","4","Hephzibah: That is, my delight is in her
"
"5020","Isaiah 62","4","Beulah: That is, married
"
"5021","Isaiah 62","5","as the bridegroom rejoiceth: Heb. with the joy of the bridegroom
"
"5022","Isaiah 62","6","ye that make mention of the LORD: Or, ye that are the Lords remembrancers
"
"5023","Isaiah 62","7","rest: Heb. silence
"
